"club_id","name","country"
7312,"Le Coliseum","Belgium"
7313,"Manege, Le","France"
7315,"Wild Waters Complex","South Africa"
7316,"Sutra Nightclub","South Africa"
7321,"Kazu's","United States of America"
7323,"Family Club","Spain"
7326,"Rocket - Klein Helle","Germany"
7327,"Sapnu Fabrika","Latvia"
7328,"Blans Tonique","Turkey"
7330,"Auditorio Juan Carlos I","Spain"
7331,"Kudos Beach, Mamaia","Romania"
7332,"Tamandaré Club","Brazil"
7336,"The Kings Hall","United Kingdom"
7337,"Bootshaus Mainz","Germany"
7340,"Aura Ultra Lounge","Mexico"
7347,"Temple","United States of America"
7349,"Mad Ferret","United Kingdom"
7350,"Industrial Copera","Spain"
7351,"Stereo Six","Belgium"
7352,"Taboo","South Africa"
7353,"Dean's Credit Clothing","United States of America"
7354,"Solas","United States of America"
7356,"IndigO2","United Kingdom"
7358,"Poes","Netherlands"
7359,"Pand 48","Netherlands"
7360,"Heaven Nightclub","Canada"
7361,"Groove Bar","South Africa"
7369,"Deluxe","Italy"
7374,"Sprisse","Switzerland"
7375,"Bloc, Le","France"
7376,"Café Belga","Belgium"
7380,"La Ruche","Switzerland"
7385,"Sway","United Kingdom"
7387,"Suite B Lounge","United States of America"
7388,"Ammos Beach Club","Greece"
7389,"Medieval Club","Romania"
7390,"Autodromo de Buenos Aires","Argentina"
7393,"Revolution","United Kingdom"
7395,"Lotus 1 Bar","United Arab Emirates"
7398,"The Cockpit","United Kingdom"
7399,"Miss Pig Label Club","Brazil"
7404,"Club Stalker","Netherlands"
7405,"Mezz","Netherlands"
7406,"DB's Studio","Netherlands"
7407,"Unstaged","United Kingdom"
7408,"Stereo Live","United States of America"
7410,"The Standard Hotel","United States of America"
7413,"Saxon","Ukraine"
7417,"Pier 17","United States of America"
7420,"Fiesta X","Uruguay"
7423,"Teatro Académico Gil Vicente","Portugal"
7424,"Via Club, Coimbra","Portugal"
7426,"Viper Club","Italy"
7430,"Judson Memorial Church","United States of America"
7431,"Thin/Onyx Room","United States of America"
7436,"C.S.O. Leoncavallo","Italy"
7437,"Funky Buddha","United States of America"
7441,"Guarapo","United States of America"
7445,"Vega","Brazil"
7448,"Panoptikum Club","Germany"
7449,"The Oaks","United States of America"
7454,"Phonica Records","United Kingdom"
7457,"Privilege","United Kingdom"
7458,"Only Now","Germany"
7459,"Café Coco","United States of America"
7462,"Bump Lounge","United States of America"
7463,"Revolution Nightclub","Canada"
7464,"D-club","Belgium"
7465,"Sira","Israel"
7466,"North Atlanta Trade Center","United States of America"
7470,"Arts Village Gallery","United States of America"
7473,"Caramba's Club","Brazil"
7477,"Zingular Bar","Venezuela"
7478,"Jardin Secreto","Mexico"
7479,"Pure Nightclub","United Kingdom"
7480,"The Slaughtered Lamb","United Kingdom"
7483,"The Tikki","Ireland"
7487,"The Roundhouse","United Kingdom"
7492,"The Bailey Nightclub","Ireland"
7495,"Shoreditch House","United Kingdom"
7497,"Middlesex Lounge","United States of America"
7499,"Strongroom Bar","United Kingdom"
7501,"Koleso Club","Russia"
7502,"Warehouse 135","Philippines"
7503,"Cervantes' Masterpiece Ballroom","United States of America"
7504,"Cercle, Le","Canada"
7506,"Club Nox","Brazil"
7510,"Sabor A Praia","Portugal"
7511,"Scubar","United Kingdom"
7512,"On Cherche Encore","France"
7514,"Spring Love","Uruguay"
7515,"Commodore Ballroom","Canada"
7517,"Terminal 5","United States of America"
7518,"Starlight Ballroom","United States of America"
7520,"Touch Ultra Lounge","United States of America"
7521,"Chaise Lounge","Australia"
7522,"Baalsaal","Germany"
7523,"TLV","Israel"
7524,"Club 2020","United Kingdom"
7526,"Pink Club","Belgium"
7527,"Inside Out Club","Belgium"
7528,"Chelsea Market","United States of America"
7530,"Rumba & Co","Belgium"
7533,"SomArts Gallery","United States of America"
7534,"San Francisco Design Center","United States of America"
7535,"Club 3000","Belgium"
7536,"Vessel","United States of America"
7538,"Superzero","Switzerland"
7542,"Asu Art Museum","United States of America"
7545,"RFK Stadium Memorial Stadium","United States of America"
7546,"Piper Club","Italy"
7547,"Temple Restaurant & Shinto Lounge","United States of America"
7553,"Rock Café","Czech Republic"
7554,"Faust","Germany"
7556,"Soles Chill Out Bar","Dominican Republic"
7558,"Ad Lib","United Kingdom"
7564,"Little Buddha Sharm","Egypt"
7566,"Hotel Great Northern","Australia"
7569,"Dusk Till Dawn","United Kingdom"
7573,"Mowbray Park Ferry Terminal","Australia"
7577,"Daniel H. Bar","Switzerland"
7579,"Vevey","Tunisia"
7580,"Strand Bar","United Kingdom"
7583,"Rich Mix","United Kingdom"
7584,"Gilligan's Backpackers Hotel & Resort","Australia"
7585,"Lorne","Australia"
7587,"Yugongyishan","China"
7588,"The Royal Derby Hotel","Australia"
7592,"The Estate","United States of America"
7593,"Palladium Ballroom","United States of America"
7594,"Opera","United States of America"
7595,"Royal Melbourne Showgrounds","Australia"
7606,"Liquid Lounge","Ireland"
7607,"Church","United States of America"
7609,"Q Club","United Kingdom"
7611,"Albert Park","Australia"
7615,"Terrazza Lago","Italy"
7619,"Club Boulevard","United Kingdom"
7621,"Cuba","United Kingdom"
7626,"Fusion Club","Germany"
7627,"Fundbureau","Germany"
7629,"Club Vegas","United States of America"
7630,"Ibiza Nightclub","United States of America"
7635,"Xò Café","Italy"
7639,"Maxime","Spain"
7640,"Army Navy Country Club","United States of America"
7648,"Mynt","United States of America"
7652,"Sens, Le","France"
7653,"Cien Club","Poland"
7654,"Lumen","United States of America"
7657,"Session Club","Romania"
7659,"Le Marignan","Belgium"
7660,"Gibson Showcase","United States of America"
7661,"Rios","United Kingdom"
7663,"The Airliner","United States of America"
7665,"Flemington Racecourse","Australia"
7666,"Claremont Showground","Australia"
7667,"Mt Smart Stadium","New Zealand"
7675,"East Pearl Street","United States of America"
7678,"A Lôca","Brazil"
7679,"Escape","United States of America"
7681,"El Perro De La Parte De Atrás Del Coche","Spain"
7682,"Specka","Spain"
7683,"Mansion 462, Chapel Hill","United States of America"
7684,"Boite","Spain"
7685,"The One Club","Brazil"
7686,"Mädcheninternat","Germany"
7688,"Kindl Brauerei Neukölln","Germany"
7689,"Sizzle","Canada"
7691,"Volksbühne","Germany"
7692,"Fire Club","Germany"
7693,"Haus Der Kulturen Der Welt","Germany"
7695,"Black Orchid","South Africa"
7696,"Main Street Lounge","United States of America"
7698,"Oasis","Colombia"
7699,"The Marvell Event Center","United States of America"
7701,"Neil's","United States of America"
7702,"Gifgrond","Netherlands"
7708,"The Harley","United Kingdom"
7709,"Solas","Ireland"
7712,"Medussa","United Kingdom"
7714,"Ringside","United States of America"
7715,"Venu","United States of America"
7716,"Brussels","United States of America"
7717,"Liv Nightclub","United States of America"
7718,"Sirena","Brazil"
7719,"Castello","Egypt"
7720,"Abu Seir Pyramids","Egypt"
7724,"Play Nightclub","United States of America"
7725,"Cord Bar","United Kingdom"
7727,"Velvet Club","Germany"
7728,"Zerodieci","Italy"
7729,"Brielpoort","Belgium"
7733,"Club Oasis","United States of America"
7734,"Taverna Ouzos","United States of America"
7738,"Tvibit","Norway"
7742,"Oh Bar","United Kingdom"
7743,"Electro Culture","Spain"
7744,"Rock Star Bar","United States of America"
7745,"Medusa Lounge","United States of America"
7746,"Myth","United States of America"
7748,"Vanilla Project","Greece"
7750,"American Museum Of Natural History","United States of America"
7751,"WAMU Theater","United States of America"
7753,"La Vanade","France"
7755,"Bliss, Le","France"
7756,"Chapelle, La","France"
7758,"VEGA","Denmark"
7759,"Inkonst","Sweden"
7761,"Bacaro Ristorante","United States of America"
7763,"Studio 5 In 1","United States of America"
7764,"Samana Lounge","United States of America"
7766,"QB","Portugal"
7767,"Nave 8","Spain"
7769,"Vanilla 77","Italy"
7771,"The Loft","United States of America"
7772,"Jrink","United Kingdom"
7776,"La Bunga","Ecuador"
7779,"Rundle Park","Australia"
7780,"Luztro","Poland"
7781,"The Cinema Room","United Kingdom"
7782,"Baffo Della Gioconda","Italy"
7783,"Amersham Arms","United Kingdom"
7785,"Jibbering","United Kingdom"
7786,"Studio 24","United Kingdom"
7789,"London Stone","United Kingdom"
7791,"Kasbah, Le","Spain"
7793,"Kugl","Switzerland"
7794,"Golden Gate","Italy"
7795,"B1 Maximum","Russia"
7796,"Blind Pig","United States of America"
7801,"Op Art","Portugal"
7805,"Gigant","Netherlands"
7806,"Gasoline","Italy"
7808,"Viva Discoteca","Colombia"
7814,"Soho Punta Del Este","Uruguay"
7815,"Hotel San Juan & Casino- Club Tropicoro","Puerto Rico"
7817,"Ennenci","Italy"
7819,"Sibamac Arena - Ntc","Slovakia"
7820,"Willow","Indonesia"
7821,"Subclub","Slovakia"
7827,"The Jailhouse","United Kingdom"
7828,"Z:lounge","United States of America"
7830,"Domus Area","Italy"
7832,"Kalmar Nation","Sweden"
7834,"Under Bridge","Italy"
7835,"Fais Do-Do","United States of America"
7837,"Prana","Jordan"
7839,"Club Hipico","Argentina"
7841,"Faluka Lounge","United States of America"
7842,"Li'ly Resto Lounge","Canada"
7843,"Mood","United Kingdom"
7845,"The Vakuum","United States of America"
7846,"Oragin","United States of America"
7847,"Club Midi","Romania"
7848,"Mantra Lounge","United States of America"
7850,"Mix Garden","Brazil"
7851,"Dreamers Disco","Spain"
7856,"Utopia Club","Poland"
7858,"Central Studios","Netherlands"
7859,"Hookah Lounge","United States of America"
7860,"Mio Club","Russia"
7861,"013","Netherlands"
7864,"Casbah, La","France"
7866,"Multiexpo, Multiplaza","El Salvador"
7868,"Red Club","Russia"
7872,"Club Favela","Germany"
7873,"Furia","United States of America"
7880,"Rediguana Club","Tunisia"
7881,"Knitting Factory","United States of America"
7884,"Màd - Moulin À Danses","Switzerland"
7885,"The Chi Lodge","United Arab Emirates"
7886,"Asian","France"
7887,"Mediapark Cvetlicarna","Slovenia"
7888,"The Centre","United Kingdom"
7889,"Thrust Club","Egypt"
7891,"Studio B.P.M.","United States of America"
7894,"Grog Shop","United States of America"
7899,"Arena Club","Tunisia"
7900,"The Boogie","United States of America"
7902,"Polymer Factory","Estonia"
7904,"Complexo Big Cansil","Portugal"
7910,"Brukbar / Supa","Norway"
7911,"Hulen","Norway"
7917,"Strædet","Norway"
7918,"Landmark","Norway"
7919,"Nikolaj Plads 25","Denmark"
7921,"Blackfriars Basement","United Kingdom"
7923,"La Fabbrica","Italy"
7924,"The Pond","United States of America"
7925,"Rockefeller Music Hall","Norway"
7926,"Masque Bar","United Kingdom"
7930,"Kulturscenen Og Studenthuset Driv","Norway"
7931,"Hollywood Showbar","United Kingdom"
7932,"Westbourne Studios","United Kingdom"
7933,"Buffalo","United Kingdom"
7934,"Mirafiori Motor Village","Italy"
7935,"Spazio 211","Italy"
7936,"Billabong","Netherlands"
7939,"Fnac Torino","Italy"
7940,"Circolo Culturale Amantes","Italy"
7941,"Fondazione Sandretto Re Rebaudengo","Italy"
7942,"Accademia Albertina delle Belle Arti","Italy"
7944,"East River Marina","United States of America"
7947,"Lingotto Fiere","Italy"
7950,"SPKZ","Brazil"
7952,"Loft Hawaii","United States of America"
7953,"Rauch Club","Austria"
7954,"Zoo","Switzerland"
7955,"Daho Zoo Club","Italy"
7959,"Savoy Theatre","Ireland"
7961,"Heaven and Hell","United States of America"
7962,"Arka Lounge","United States of America"
7963,"Mofar Ginko","Sweden"
7965,"Club Green","Japan"
7966,"Bluespirit","South Korea"
7967,"Henrietta Hudson","United States of America"
7970,"Rambutan","United States of America"
7972,"Café Léopard","France"
7973,"Madame X","United States of America"
7974,"Hotel Hesperia Tower","Spain"
7975,"Officina Estragon","Italy"
7976,"Sportclub Lebenhan","Germany"
7978,"The Pawn Shop","Canada"
7980,"Zambara Club","Romania"
7981,"Theatre Club","Romania"
7982,"Amnesia","India"
7983,"LTU Arena","Germany"
7984,"Web Club","Romania"
7985,"Sebright Arms","United Kingdom"
7987,"Centrum","Germany"
7991,"Chikka Grill Bar and Resto","United Arab Emirates"
7994,"Cafe De Piek","Netherlands"
7995,"De Gloppe","Netherlands"
7998,"Noos Karting, Olympic Village","Egypt"
7999,"Fashion Club House","Egypt"
8002,"Buckhead Saloon","United States of America"
8004,"Cert18","United Kingdom"
8005,"Train","Denmark"
8006,"Parque Do Ibirapuera","Brazil"
8007,"VCF","Germany"
8009,"Golden Gate","Germany"
8010,"Orfeo Superdomo","Argentina"
8011,"Brooklyn Academy Of Music/Bamcafe","United States of America"
8013,"Smood Lounge","Turkey"
8020,"Eleventh Street Lounge","United States of America"
8023,"Copa","United States of America"
8026,"ABC 2","United Kingdom"
8027,"Goldsmiths University Union","United Kingdom"
8028,"Extrazen","Italy"
8031,"St Paul's Chapel","United States of America"
8033,"Q Bar","Australia"
8034,"Heirisson Island","Australia"
8036,"Palais","Germany"
8038,"Hafenklang","Germany"
8039,"Parkhaus","Germany"
8040,"NeidKlub","Germany"
8041,"Mojo","Germany"
8042,"Tunnel Club","Germany"
8043,"Gatecrasher Nottingham","United Kingdom"
8044,"Magna","United Kingdom"
8045,"Social, Le","Canada"
8046,"Cafe' Atlantique","Italy"
8050,"Attic","United Kingdom"
8054,"First Avenue/VIP Room","United States of America"
8055,"Passengers Terminal Amsterdam","Netherlands"
8057,"Club Balet","Macedonia"
8060,"Niu","Spain"
8061,"Monet's","United Kingdom"
8062,"The Drake Hotel","Canada"
8063,"Vivaz","United Kingdom"
8064,"Full Moon Club","United States of America"
8066,"Superkronik","Germany"
8068,"I-Reven Café","Mexico"
8071,"Bazaar","Portugal"
8072,"Rocksy's Basement","United Kingdom"
8074,"Skully's Musicdiner","United States of America"
8076,"Geburtstagsklub","Germany"
8078,"Dragonfly","Australia"
8081,"Medicine Bar","United Kingdom"
8085,"Edn","United States of America"
8087,"Aqua Restaurant","Barbados"
8089,"White Club","Portugal"
8092,"Doctor Sax","Italy"
8094,"Dans","Turkey"
8095,"Jabez Clegg","United Kingdom"
8097,"Peppermill Music Palace","Netherlands"
8098,"Perpetuum","Czech Republic"
8100,"Mobilat Club","Germany"
8101,"Hard Rock Cafe","Norway"
8102,"Club Scent","Turkey"
8103,"Centro Sociale Rivolta","Italy"
8104,"Camera Club","Austria"
8105,"Next Door","United States of America"
8107,"Limon","United States of America"
8108,"The Island","United Kingdom"
8109,"Presswerk","Switzerland"
8110,"Life","United Kingdom"
8111,"Worship","United Kingdom"
8115,"The City Café Edinburgh","United Kingdom"
8116,"Ksi Club","Serbia"
8118,"Clubarus Na Ngeal","Ireland"
8119,"Terrace Hill","Germany"
8121,"Santanera, La","Mexico"
8122,"Tramp","Australia"
8123,"Amphitheatre Event Facility","United States of America"
8124,"Donnington Park","United Kingdom"
8126,"Truth","South Africa"
8127,"Jazz Bar","United Kingdom"
8129,"Sharon12","Israel"
8130,"Cielo Café","Spain"
8131,"Blue Moon Lounge","United States of America"
8133,"Vertigo 2.0","Italy"
8136,"Paradise","United Kingdom"
8138,"Tikal","Germany"
8140,"Sass Music Club","Austria"
8143,"Sully's Pub","United States of America"
8146,"Harlem","Canada"
8148,"Tango","China"
8149,"Studio 332 - The Whipping House","United Kingdom"
8152,"Cool","Spain"
8155,"Harmony Lounge","Canada"
8158,"Cru Urban Lounge","United States of America"
8159,"Epic Lounge","United States of America"
8161,"Kabuki","United Kingdom"
8164,"The Foundry Inverness","United Kingdom"
8168,"Anfiteatro Tito Puente","Puerto Rico"
8171,"Firehouse Moods Club","Switzerland"
8173,"Bluefin Edge Cuisine And Sushi Lounge","United States of America"
8175,"Louise Gallery","Belgium"
8176,"Circus","France"
8178,"Amberjack V","United States of America"
8180,"12th & Porter","United States of America"
8183,"Loki","Canada"
8184,"Motel Club","Greece"
8187,"Vitamin Lounge Bar","Georgia"
8195,"Liepaja","Latvia"
8201,"Privilege Búzios","Brazil"
8202,"Troopcafe","Japan"
8207,"Guanabara","United Kingdom"
8208,"Wizard","Italy"
8209,"Seven Hollywood","United States of America"
8210,"Shaft","Belgium"
8211,"Plaza Mont Kiara","Malaysia"
8212,"Club Ciudad de Buenos Aires","Argentina"
8213,"Domino Techno Club","Ukraine"
8217,"La Di Da","Australia"
8219,"Tiger Tiger Oslo","Norway"
8220,"Rick's Cafe","Norway"
8227,"Arena","United Kingdom"
8228,"Mood Lounge","United States of America"
8229,"Green Valley","Brazil"
8230,"The Bullingdon Arms","United Kingdom"
8231,"Sabor Bar/lounge","United States of America"
8237,"BM Soho","United Kingdom"
8238,"Arena","United States of America"
8240,"Tivoli","Slovenia"
8245,"Soho Revue Bar","United Kingdom"
8246,"Winkel Van Sinkel","Netherlands"
8249,"Sangria Lounge","Egypt"
8251,"Ministry Of Sound - Red Sea","Egypt"
8254,"Fringe Bar","Australia"
8255,"Dom Party Bar","Ukraine"
8259,"Europa","Portugal"
8260,"Francifol","Dominican Republic"
8262,"Level","Bahrain"
8265,"Höm","United States of America"
8270,"Sixty Million Postcards","United Kingdom"
8274,"The Shelter","China"
8276,"The Echoplex","United States of America"
8277,"The White Bar","United Kingdom"
8280,"Nordstern","Switzerland"
8281,"Dirty Pretty Rockbar","United States of America"
8283,"Bourbon Room","United States of America"
8284,"Element","United States of America"
8285,"Zanzen","Luxembourg"
8287,"Esquire Bar","United States of America"
8290,"Parque Simon Bolivar","Colombia"
8291,"Sublevel","United States of America"
8292,"Jelani","United States of America"
8294,"Tangerine Bar & Lounge","Canada"
8295,"Notting Hill Arts Club","United Kingdom"
8298,"Akropolis","Czech Republic"
8299,"Shag Lounge","United States of America"
8300,"Cha-Cha-Cha Underground Cafe","Hungary"
8303,"Under","Israel"
8304,"Club Montreal","Belgium"
8306,"Gradisca Dance Club","Italy"
8307,"Buzz Bar","Greece"
8309,"Bolero Lifestyle Club","Switzerland"
8310,"The Hall","Greece"
8313,"Subway City","United Kingdom"
8314,"Illusion","United Kingdom"
8315,"Discoteca Kube Tafalla","Spain"
8316,"The Mill Club","Spain"
8318,"M12","Germany"
8319,"Lovelite","Germany"
8320,"Crush","Germany"
8326,"Po Na Na Norwich","United Kingdom"
8331,"Oloroso","Netherlands"
8333,"ISU Leicester","United Kingdom"
8335,"Club 3","Switzerland"
8336,"Bekaf","Belgium"
8337,"Bar 415","United States of America"
8339,"Octopus Club","Spain"
8344,"Iroko Content","Italy"
8347,"Lift House Deluxe","Italy"
8351,"Woo Bar","South Korea"
8353,"COEX Indian Hall","South Korea"
8356,"Arsenaal Theater","Netherlands"
8359,"The Metro Cafe","United States of America"
8360,"Candolim Beach","India"
8361,"Sunbar","Australia"
8362,"Press Club","Australia"
8363,"Romy S.","Germany"
8368,"Cabana Bar & Lounge","Australia"
8369,"Bordo","Czech Republic"
8370,"Company Nightclub","Australia"
8375,"Borders Wayside Commons","United States of America"
8377,"Crush","United States of America"
8379,"Sunsui","Japan"
8380,"Icon Ultra Lounge","United States of America"
8381,"Platinum Bar","United Kingdom"
8384,"Airport Breclav","Czech Republic"
8386,"Steel Club","Colombia"
8387,"Red Circle","United States of America"
8388,"HiFi Club","Canada"
8389,"Chiaro/Scuro Club","Italy"
8393,"Salamandra Barcelona Warehouse","Spain"
8394,"Blau","Spain"
8395,"Sala Spirit","Spain"
8396,"Palau Olimpic","Spain"
8397,"Parque de Atracciones","Spain"
8398,"Stanza","United Kingdom"
8400,"Pianos","United States of America"
8401,"Blue River Pub","Hungary"
8402,"Pabellón Municipal","Spain"
8404,"Estadio de Butarque","Spain"
8406,"El Deck","Colombia"
8408,"Club Phobia","Bulgaria"
8409,"Maxximum Club","Tunisia"
8411,"Kampnagel","Germany"
8412,"Planeten & Blumen","Germany"
8413,"Metropolis","Ukraine"
8416,"Vinalia","United States of America"
8418,"711 Bistro & Sushi Bar","United States of America"
8424,"Masters","Croatia"
8425,"Kesselhaus","Germany"
8427,"Koko Gorilaz","United Kingdom"
8428,"Hoxton Square Bar & Kitchen","United Kingdom"
8429,"33 Restaurant & Lounge","United States of America"
8430,"Sankt Florian","Ecuador"
8431,"Innocence Entertainment Venue","United Kingdom"
8434,"Kdanz","Netherlands"
8435,"Beauberry House","United Kingdom"
8439,"Pratigi Beach","Brazil"
8440,"Act - Porto","Portugal"
8441,"Palacisalfa","Italy"
8445,"Gotham","Israel"
8446,"Helicopter Port / Bitec Bangna","Thailand"
8448,"MTC","Germany"
8451,"Mkro Club","Italy"
8452,"Dorian Gray Club","Argentina"
8453,"The Luminaire","United Kingdom"
8455,"Wrongbar","Canada"
8456,"Paradise","Colombia"
8459,"Canteras Del Parque Rodo","Uruguay"
8460,"The Mean Fiddler","Australia"
8461,"Chroma Chroma","Greece"
8462,"Club 2XS","United Kingdom"
8463,"Black Dragon","United Kingdom"
8468,"Bindy Club","France"
8470,"The Red Rooms","United Kingdom"
8471,"Dream Nightclub","United States of America"
8472,"The Cage","Italy"
8473,"Dom Mladih","Bosnia and Herzegovina"
8474,"Dox et à l'étage","Switzerland"
8476,"The Good Ship","United Kingdom"
8477,"Penelope's","United Kingdom"
8478,"Infierno","Argentina"
8481,"Velvet Speakeasy","Canada"
8483,"The Pavilion","Cyprus"
8485,"Divan Du Monde","France"
8488,"Vertigo Ultralounge","United States of America"
8489,"G-lounge","Italy"
8490,"Les Deux Frères","France"
8492,"Guaba Beach Bar","Cyprus"
8494,"Tokyo Bar","Canada"
8496,"Ultrastar Studio Lounge","United States of America"
8498,"46 Bar & Lounge","Mexico"
8500,"Sonilum","Bolivia"
8505,"Kaos Night Club","United States of America"
8511,"The Watershed","United Kingdom"
8512,"Lansdowne Park","Canada"
8513,"Hyatt Regency Osaka / Ball Room","Japan"
8516,"Halles Des Foires","Belgium"
8518,"The Artery","Canada"
8519,"Lit Lounge","United States of America"
8521,"Bar 227","Germany"
8523,"Playa Club","Russia"
8526,"Identity","United States of America"
8528,"Mercury","United States of America"
8529,"Six Flags México","Mexico"
8530,"Parque De San Sebastian","Mexico"
8531,"Love Machine","Australia"
8532,"Pussycat Club","Germany"
8534,"Kunstencentrum België","Belgium"
8535,"Restzeit","Belgium"
8538,"Clube Kraft","Brazil"
8539,"Soho","Poland"
8540,"Pulp","Italy"
8545,"Nagual","Romania"
8546,"The Old Fruitmarket","United Kingdom"
8548,"Kamy Beach Margarita","Venezuela"
8553,"The Ivy","United Kingdom"
8554,"Fabrica Braço De Prata","Portugal"
8556,"Salon Zur Wilden Renate","Germany"
8557,"The Continental","United States of America"
8558,"Zebra Club Bacau","Romania"
8561,"Pia Bouman Ballet School","Canada"
8566,"Koara","Japan"
8567,"Bitte","Italy"
8568,"Orange","Germany"
8569,"Loonies","Norway"
8572,"Puerto Rico Convention Center","Puerto Rico"
8576,"Music Hall","Bosnia and Herzegovina"
8577,"Velvet","Italy"
8578,"Nuyorican Poets Cafe","United States of America"
8579,"Harlem","United Kingdom"
8580,"Hot House","United States of America"
8581,"Zalinaz","Netherlands"
8582,"Coco*","United Kingdom"
8583,"Katra","United States of America"
8584,"Liquid Club","Germany"
8587,"Malecon Center","Dominican Republic"
8588,"Ampstrong","Poland"
8590,"Comfort13 Club","Israel"
8591,"SOBs","United States of America"
8593,"Quinta Balzay","Ecuador"
8596,"Spy","Ireland"
8598,"Strand West","Netherlands"
8600,"The Gossip","Romania"
8603,"Barrio North","United Kingdom"
8605,"Club Miro","Italy"
8610,"RE-SET Club","Italy"
8611,"Jolly","Canada"
8612,"Km7","Brazil"
8613,"Kiwi Bar","Brazil"
8616,"Bounty","Ukraine"
8617,"Hollywood","Italy"
8620,"Pontog","Portugal"
8623,"Shanti","Russia"
8626,"Kika Club","Argentina"
8628,"Riki Tik","United Kingdom"
8629,"Café De Geere","Netherlands"
8635,"Pasha Club (The Club)","Romania"
8638,"Yellow Submarine","Israel"
8639,"Sneaky Dee's","Canada"
8641,"555 Gallery","United States of America"
8642,"Tiger Bar","Canada"
8643,"Debaser, Medis","Sweden"
8645,"Fluid Ultra Lounge","United States of America"
8648,"Plateforme, La","France"
8650,"Post X","Belgium"
8651,"Deep","Germany"
8652,"Wideroom","Germany"
8653,"MS Stubnitz","Germany"
8654,"Blue Marlin Ibiza","Spain"
8655,"Brannigans","United Kingdom"
8656,"Kharma Nightclub","Norway"
8657,"Nublu","United States of America"
8658,"Lei Seca Microclub","Portugal"
8659,"Horta Da Fonte","Portugal"
8660,"Kolbhalle","Germany"
8661,"Club Gimnasia y Esgrima De","Argentina"
8662,"Royal Club","Hungary"
8663,"Villa Hassan Fahmy","Egypt"
8664,"Morocco Dining Club","Brazil"
8666,"Pimenta E Limao","Brazil"
8670,"Metropolis - Kaunas","Lithuania"
8673,"K2","United Kingdom"
8674,"The Syndicate Superclub","United Kingdom"
8675,"Surfer's Bay Beach Bar","Barbados"
8676,"Purple Club","Egypt"
8677,"Club Zerzara","Egypt"
8682,"Smug","Italy"
8683,"Exclub","Italy"
8685,"Collins Park","United States of America"
8686,"808 Club","Thailand"
8687,"General Public","Germany"
8689,"16 Tonn","Russia"
8690,"The Ivy","Australia"
8693,"Stade de France","France"
8695,"Legato","Japan"
8696,"Deeper","Ireland"
8700,"Stargate","Germany"
8701,"Volksbühne","Germany"
8702,"Glashaus","Germany"
8705,"Rio Centro","Brazil"
8707,"Foe 606 Club","Greece"
8708,"Clubone Kannavourgeio","Greece"
8711,"clubasia","Japan"
8713,"Silver Club","Romania"
8714,"Smack","United Kingdom"
8716,"G Bar","United States of America"
8717,"Zanzibar","Ukraine"
8718,"Rock Circus","Italy"
8719,"Fix Lounge","United States of America"
8723,"Cökxpon Cafe","Hungary"
8724,"Locomotiv","Italy"
8725,"Brownstone Hall","United States of America"
8726,"Blade Club","Hungary"
8727,"Komedia","United Kingdom"
8733,"Porta 13","Portugal"
8734,"The Barbary","United States of America"
8735,"Sony Centre","Canada"
8738,"Trane Studio","Canada"
8740,"Galopprennbahn","Germany"
8741,"The Admiral","United Kingdom"
8742,"Kantine am Berghain","Germany"
8743,"Picknick","Germany"
8744,"Deutsches Theater - Box & Bar","Germany"
8745,"STUK Kunstencentrum","Belgium"
8746,"Wonderland","United States of America"
8748,"Cocoliche","Argentina"
8749,"Ottakringer Brauerei","Austria"
8750,"TU Wien","Austria"
8751,"Kulturruine","Germany"
8753,"But","Spain"
8757,"Ya'sta Club","Spain"
8759,"Lagohmeh","Malaysia"
8760,"Blow Up","Italy"
8761,"Storan","Sweden"
8762,"Parkteatret Scene","Norway"
8763,"Blå","Norway"
8764,"Element Lounge","Australia"
8765,"The Woodlands Inn & Resort","United States of America"
8767,"The Redchurch","United Kingdom"
8768,"Point Bar","Switzerland"
8770,"DK - Dance Club","Germany"
8772,"Frau Marleen","Italy"
8773,"Fellini Club","Italy"
8775,"Interclub","Germany"
8777,"L'Opéra","France"
8780,"Fri-Son","Switzerland"
8782,"El Divino Lounge","Brazil"
8784,"Alte Klub Flo","Germany"
8787,"Espace-2","Belgium"
8789,"Elevate","United States of America"
8790,"Walt Disney Concert Hall","United States of America"
8792,"Y-Not III","United States of America"
8793,"Divan","Germany"
8795,"Turbine 2020","Germany"
8797,"Trabendo, Le","France"
8798,"Club Passage","Austria"
8800,"High Club","France"
8801,"Evolution","United States of America"
8804,"Del Rio Riverside Resort","Australia"
8806,"Fun Land","Romania"
8809,"Cherry Moon","Belgium"
8810,"The Works","United Kingdom"
8812,"The Fuse Box","United States of America"
8814,"Arena Monterrey","Mexico"
8815,"Matrix Fillmore","United States of America"
8816,"Westworld Warehouse","United States of America"
8818,"Deluxe","South Africa"
8819,"Della Spiga Cafe","Romania"
8820,"Forte Prenestino","Italy"
8821,"Andrejsala","Latvia"
8822,"Zeiss Grossplanetarium","Germany"
8823,"Republic","United States of America"
8825,"Club Kado","Romania"
8826,"Music Hall of Williamsburg","United States of America"
8827,"Churchills","United States of America"
8830,"Rock Star Club","Spain"
8831,"Loft Club","Germany"
8833,"Moho Live","United Kingdom"
8838,"Brighton Le Sands Bowling Club","Australia"
8839,"Lost Avenue","Greece"
8840,"The Defectors Weld","United Kingdom"
